run_year,fishery,Location,Month,Release.mort.rate
1992,40,CO,7,0.14
1992,40,FB,7,0.14
1992,40,KC,7,0.14
1992,40,KO,7,0.14
1992,40,MO,7,0.568
1992,40,NO,7,0.14
1992,40,SF,7,0.473
1992,10,MO,8,0.26
1992,10,NO,8,0.26
1992,10,SF,8,0.26
1992,40,MO,8,0.551
1992,40,NO,8,0.14
1992,40,SF,8,0.523
1992,10,MO,9,0.26
1992,10,NO,9,0.26
1992,10,SF,9,0.26
1992,40,CO,9,0.14
1992,40,FB,9,0.14
1992,40,KC,9,0.14
1992,40,KO,9,0.14
1992,40,MO,9,0.541
1992,40,NO,9,0
1992,40,SF,9,0.514
1992,10,CO,10,0.26
1992,10,NO,10,0.26
1992,40,CO,10,0.14
1992,40,FB,10,0.14
1992,40,KO,10,0.14
1992,40,MO,10,0.286
1992,40,NO,10,0
1992,40,SF,10,0.542
1992,40,FB,11,0.14
1992,40,MO,11,0.14
1992,40,SF,11,0.14
1993,40,FB,2,0.14
1993,40,MO,2,0.14
1993,40,SF,2,0.14
1993,40,FB,3,0.14
1993,40,MO,3,0.352
1993,40,SF,3,0.239
1993,40,FB,4,0.14
1993,40,MO,4,0.417
1993,40,SF,4,0.186
1993,10,CO,5,0.26
1993,10,FB,5,0.26
1993,10,MO,5,0.26
1993,10,NO,5,0.26
1993,10,SF,5,0.26
1993,40,CO,5,0.14
1993,40,FB,5,0.14
1993,40,KC,5,0.14
1993,40,KO,5,0.14
1993,40,MO,5,0.354
1993,40,NO,5,0.14
1993,40,SF,5,0.191
1993,10,CO,6,0.26
1993,10,MO,6,0.26
1993,10,NO,6,0.26
1993,10,SF,6,0.26
1993,40,CO,6,0.14
1993,40,FB,6,0.14
1993,40,KC,6,0.14
1993,40,KO,6,0.14
1993,40,MO,6,0.38
1993,40,NO,6,0.14
1993,40,SF,6,0.196
1993,10,MO,7,0.26
1993,10,NO,7,0.26
1993,10,SF,7,0.26
1993,40,CO,7,0.14
1993,40,FB,7,0.14
1993,40,KC,7,0.14
1993,40,KO,7,0.14
1993,40,MO,7,0.464
1993,40,NO,7,0.14
1993,40,SF,7,0.441
1993,10,MO,8,0.26
1993,10,NO,8,0.26
1993,10,SF,8,0.26
1993,40,CO,8,0.14
1993,40,FB,8,0.14
1993,40,KC,8,0.14
1993,40,KO,8,0.14
1993,40,MO,8,0.432
1993,40,NO,8,0.14
1993,40,SF,8,0.524
1993,10,CO,9,0.26
1993,10,FB,9,0.26
1993,10,MO,9,0.26
1993,10,NO,9,0.26
1993,10,SF,9,0.26
1993,40,FB,9,0.14
1993,40,KC,9,0.14
1993,40,KO,9,0.14
1993,40,MO,9,0.225
1993,40,NO,9,0
1993,40,SF,9,0.496
1993,10,CO,10,0.26
1993,10,NO,10,0.26
1993,40,CO,10,0.14
1993,40,FB,10,0.14
1993,40,KO,10,0.14
1993,40,MO,10,0.149
1993,40,NO,10,0
1993,40,SF,10,0.484
1993,10,CO,11,0.26
1993,40,CO,11,0.14
1993,40,FB,11,0.14
1993,40,KO,11,0.14
1994,40,FB,2,0.14
1994,40,MO,2,0.453
1994,40,SF,2,0.282
1994,40,FB,3,0.14
1994,40,MO,3,0.392
1994,40,SF,3,0.436
1994,40,FB,4,0.14
1994,40,MO,4,0.423
1994,40,SF,4,0.314
1994,10,CO,5,0.26
1994,10,KO,5,0.26
1994,10,MO,5,0.26
1994,10,NO,5,0.26
1994,10,SF,5,0.26
1994,40,CO,5,0.14
1994,40,FB,5,0.14
1994,40,KC,5,0.14
1994,40,KO,5,0.14
1994,40,MO,5,0.385
1994,40,NO,5,0.14
1994,40,SF,5,0.208
1994,10,CO,6,0.26
1994,10,MO,6,0.26
1994,10,NO,6,0.26
1994,10,SF,6,0.26
1994,40,CO,6,0.14
1994,40,FB,6,0.14
1994,40,KC,6,0.14
1994,40,KO,6,0.14
1994,40,MO,6,0.432
1994,40,NO,6,0.14
1994,40,SF,6,0.365
1994,10,MO,7,0.26
1994,10,SF,7,0.26
1994,40,MO,7,0.447
1994,40,SF,7,0.535
1994,10,KO,8,0.26
1994,10,MO,8,0.26
1994,10,SF,8,0.26
1994,40,FB,8,0.14
1994,40,KC,8,0.14
1994,40,KO,8,0.14
1994,40,MO,8,0.24
1994,40,SF,8,0.539
1994,10,CO,9,0.26
1994,10,FB,9,0.26
1994,10,MO,9,0.26
1994,10,NO,9,0.26
1994,10,SF,9,0.26
1994,40,FB,9,0.14
1994,40,KC,9,0.14
1994,40,KO,9,0.14
1994,40,MO,9,0.216
1994,40,SF,9,0.296
1994,10,CO,10,0.26
1994,10,KO,10,0.26
1994,10,NO,10,0.26
1994,40,CO,10,0.14
1994,40,FB,10,0.14
1994,40,KO,10,0.14
1994,40,MO,10,0.394
1994,40,NO,10,0.14
1994,40,SF,10,0.472
1994,10,CO,11,0.26
1994,10,NO,11,0.26
1994,40,CO,11,0.14
1994,40,FB,11,0.14
1994,40,NO,11,0.14
1995,40,FB,2,0.14
1995,40,FB,3,0.14
1995,40,MO,3,0.401
1995,40,SF,3,0.522
1995,40,FB,4,0.14
1995,40,MO,4,0.434
1995,40,SF,4,0.515
1995,10,CO,5,0.26
1995,10,KO,5,0.26
1995,10,MO,5,0.26
1995,10,NO,5,0.26
1995,10,SF,5,0.26
1995,40,CO,5,0.14
1995,40,FB,5,0.14
1995,40,KC,5,0.14
1995,40,KO,5,0.14
1995,40,MO,5,0.484
1995,40,NO,5,0.14
1995,40,SF,5,0.294
1995,10,CO,6,0.26
1995,10,MO,6,0.26
1995,10,NO,6,0.26
1995,10,SF,6,0.26
1995,40,CO,6,0.14
1995,40,FB,6,0.14
1995,40,KC,6,0.14
1995,40,KO,6,0.14
1995,40,MO,6,0.491
1995,40,NO,6,0.14
1995,40,SF,6,0.496
1995,10,KO,7,0.26
1995,10,MO,7,0.26
1995,10,SF,7,0.26
1995,40,KC,7,0.14
1995,40,KO,7,0.14
1995,40,MO,7,0.553
1995,40,SF,7,0.531
1995,10,CO,8,0.26
1995,10,MO,8,0.26
1995,10,NO,8,0.26
1995,10,SF,8,0.26
1995,40,FB,8,0.14
1995,40,KC,8,0.14
1995,40,KO,8,0.14
1995,40,MO,8,0.565
1995,40,SF,8,0.531
1995,10,CO,9,0.26
1995,10,FB,9,0.26
1995,10,MO,9,0.26
1995,10,NO,9,0.26
1995,10,SF,9,0.26
1995,40,CO,9,0.14
1995,40,FB,9,0.14
1995,40,KC,9,0.14
1995,40,KO,9,0.14
1995,40,MO,9,0.356
1995,40,NO,9,0.14
1995,40,SF,9,0.56
1995,10,CO,10,0.26
1995,10,KO,10,0.26
1995,10,NO,10,0.26
1995,40,CO,10,0.14
1995,40,FB,10,0.14
1995,40,KO,10,0.14
1995,40,MO,10,0.14
1995,40,NO,10,0.14
1995,40,SF,10,0.494
1995,10,CO,11,0.26
1995,40,CO,11,0.14
1995,40,FB,11,0.14
1995,40,NO,11,0.14
1996,40,FB,2,0.14
1996,40,FB,3,0.14
1996,40,MO,3,0.426
1996,40,SF,3,0.579
1996,40,FB,4,0.14
1996,40,MO,4,0.507
1996,40,SF,4,0.552
1996,10,CO,5,0.26
1996,10,KO,5,0.26
1996,10,MO,5,0.26
1996,10,NO,5,0.26
1996,10,SF,5,0.26
1996,40,CO,5,0.14
1996,40,FB,5,0.14
1996,40,KC,5,0.14
1996,40,KO,5,0.14
1996,40,MO,5,0.463
1996,40,NO,5,0.14
1996,40,SF,5,0.397
1996,10,CO,6,0.26
1996,10,KO,6,0.26
1996,10,MO,6,0.26
1996,10,NO,6,0.26
1996,10,SF,6,0.26
1996,40,CO,6,0.14
1996,40,FB,6,0.14
1996,40,KC,6,0.14
1996,40,KO,6,0.14
1996,40,MO,6,0.427
1996,40,NO,6,0.14
1996,40,SF,6,0.512
1996,10,MO,7,0.26
1996,10,SF,7,0.26
1996,40,CO,7,0.14
1996,40,FB,7,0.14
1996,40,KC,7,0.14
1996,40,KO,7,0.14
1996,40,MO,7,0.53
1996,40,NO,7,0.14
1996,40,SF,7,0.486
1996,10,CO,8,0.26
1996,10,FB,8,0.26
1996,10,KC,8,0.26
1996,10,KO,8,0.26
1996,10,MO,8,0.26
1996,10,NO,8,0.26
1996,10,SF,8,0.26
1996,40,CO,8,0.14
1996,40,FB,8,0.14
1996,40,KC,8,0.14
1996,40,KO,8,0.14
1996,40,MO,8,0.537
1996,40,NO,8,0.14
1996,40,SF,8,0.47
1996,10,CO,9,0.26
1996,10,FB,9,0.26
1996,10,KC,9,0.26
1996,10,MO,9,0.26
1996,10,NO,9,0.26
1996,10,SF,9,0.26
1996,40,CO,9,0.14
1996,40,FB,9,0.14
1996,40,KC,9,0.14
1996,40,KO,9,0.14
1996,40,NO,9,0.14
1996,40,SF,9,0.261
1996,10,CO,10,0.26
1996,10,KO,10,0.26
1996,10,NO,10,0.26
1996,40,CO,10,0.14
1996,40,FB,10,0.14
1996,40,KO,10,0.14
1996,40,NO,10,0.14
1996,40,SF,10,0.191
1996,10,CO,11,0.26
1996,40,CO,11,0.14
1996,40,FB,11,0.14
1997,40,FB,2,0.14
1997,40,FB,3,0.14
1997,40,MO,3,0.425
1997,40,SF,3,0.506
1997,10,CO,4,0.26
1997,10,KO,4,0.26
1997,10,MO,4,0.26
1997,10,NO,4,0.26
1997,40,CO,4,0.14
1997,40,FB,4,0.14
1997,40,MO,4,0.441
1997,40,NO,4,0.14
1997,40,SF,4,0.359
1997,10,CO,5,0.26
1997,10,KO,5,0.26
1997,10,MO,5,0.26
1997,10,NO,5,0.26
1997,10,SF,5,0.26
1997,40,CO,5,0.14
1997,40,FB,5,0.14
1997,40,KC,5,0.14
1997,40,KO,5,0.14
1997,40,MO,5,0.48
1997,40,NO,5,0.14
1997,40,SF,5,0.283
1997,10,CO,6,0.26
1997,10,MO,6,0.26
1997,10,NO,6,0.26
1997,10,SF,6,0.26
1997,40,CO,6,0.14
1997,40,FB,6,0.14
1997,40,KC,6,0.14
1997,40,KO,6,0.14
1997,40,MO,6,0.512
1997,40,NO,6,0.14
1997,40,SF,6,0.54
1997,10,MO,7,0.26
1997,10,SF,7,0.26
1997,40,CO,7,0.14
1997,40,FB,7,0.14
1997,40,KC,7,0.14
1997,40,KO,7,0.14
1997,40,MO,7,0.552
1997,40,NO,7,0.14
1997,40,SF,7,0
1997,10,CO,8,0.26
1997,10,KO,8,0.26
1997,10,NO,8,0.26
1997,10,SF,8,0.26
1997,40,CO,8,0.14
1997,40,FB,8,0.14
1997,40,KC,8,0.14
1997,40,KO,8,0.14
1997,40,MO,8,0.549
1997,40,NO,8,0.14
1997,40,SF,8,0
1997,10,CO,9,0.26
1997,10,FB,9,0.26
1997,10,KC,9,0.26
1997,10,MO,9,0.26
1997,10,NO,9,0.26
1997,10,SF,9,0.26
1997,40,CO,9,0.14
1997,40,FB,9,0.14
1997,40,KC,9,0.14
1997,40,KO,9,0.14
1997,40,MO,9,0.372
1997,40,NO,9,0.14
1997,40,SF,9,0.229
1997,10,CO,10,0.26
1997,10,KO,10,0.26
1997,10,NO,10,0.26
1997,40,CO,10,0.14
1997,40,FB,10,0.14
1997,40,KO,10,0.14
1997,40,MO,10,0.14
1997,40,NO,10,0.14
1997,40,SF,10,0.252
1997,10,CO,11,0.26
1997,10,NO,11,0.26
1997,40,CO,11,0.14
1997,40,FB,11,0.14
1997,40,NO,11,0.14
1997,40,SF,11,0.241
1998,40,FB,2,0.14
1998,40,FB,3,0.14
1998,40,MO,3,0.318
1998,40,SF,3,0.419
1998,10,CO,4,0.26
1998,10,KO,4,0.26
1998,10,NO,4,0.26
1998,40,CO,4,0.14
1998,40,FB,4,0.14
1998,40,MO,4,0.302
1998,40,NO,4,0.14
1998,40,SF,4,0.314
1998,10,CO,5,0.26
1998,10,KO,5,0.26
1998,10,MO,5,0.26
1998,10,NO,5,0.26
1998,10,SF,5,0.26
1998,40,CO,5,0.14
1998,40,FB,5,0.14
1998,40,KC,5,0.14
1998,40,KO,5,0.14
1998,40,MO,5,0.29
1998,40,NO,5,0.14
1998,40,SF,5,0.301
1998,10,CO,6,0.26
1998,10,MO,6,0.26
1998,10,NO,6,0.26
1998,10,SF,6,0.26
1998,40,CO,6,0.14
1998,40,FB,6,0.14
1998,40,KC,6,0.14
1998,40,KO,6,0.14
1998,40,MO,6,0.359
1998,40,NO,6,0.14
1998,40,SF,6,0.3
1998,10,MO,7,0.26
1998,10,SF,7,0.26
1998,40,CO,7,0.14
1998,40,FB,7,0.14
1998,40,KC,7,0.14
1998,40,KO,7,0.14
1998,40,MO,7,0.369
1998,40,NO,7,0.14
1998,40,SF,7,0
1998,10,CO,8,0.26
1998,10,KO,8,0.26
1998,10,MO,8,0.26
1998,10,NO,8,0.26
1998,10,SF,8,0.26
1998,40,CO,8,0.14
1998,40,FB,8,0.14
1998,40,KC,8,0.14
1998,40,KO,8,0.14
1998,40,MO,8,0.336
1998,40,NO,8,0.14
1998,40,SF,8,0
1998,10,CO,9,0.26
1998,10,FB,9,0.26
1998,10,KC,9,0.26
1998,10,MO,9,0.26
1998,10,NO,9,0.26
1998,10,SF,9,0.26
1998,40,CO,9,0.14
1998,40,FB,9,0.14
1998,40,KC,9,0.14
1998,40,KO,9,0.14
1998,40,MO,9,0.367
1998,40,NO,9,0.14
1998,40,SF,9,0.197
1998,10,CO,10,0.26
1998,10,KO,10,0.26
1998,10,NO,10,0.26
1998,40,CO,10,0.14
1998,40,FB,10,0.14
1998,40,KO,10,0.14
1998,40,NO,10,0.14
1998,40,SF,10,0.181
1998,10,CO,11,0.26
1998,10,NO,11,0.26
1998,40,CO,11,0.14
1998,40,FB,11,0.14
1998,40,NO,11,0.14
1998,40,SF,11,0.14
1999,40,FB,2,0.14
1999,40,FB,3,0.14
1999,40,MO,3,0.244
1999,40,SF,3,0.386
1999,10,CO,4,0.26
1999,10,MO,4,0.26
1999,10,NO,4,0.26
1999,10,SF,4,0.26
1999,40,CO,4,0.14
1999,40,FB,4,0.14
1999,40,MO,4,0.25
1999,40,NO,4,0.14
1999,40,SF,4,0.203
1999,10,CO,5,0.26
1999,10,KO,5,0.26
1999,10,MO,5,0.26
1999,10,NO,5,0.26
1999,10,SF,5,0.26
1999,40,CO,5,0.14
1999,40,FB,5,0.14
1999,40,KC,5,0.14
1999,40,KO,5,0.14
1999,40,MO,5,0.162
1999,40,NO,5,0.14
1999,40,SF,5,0.149
1999,10,CO,6,0.26
1999,10,MO,6,0.26
1999,10,NO,6,0.26
1999,10,SF,6,0.26
1999,40,CO,6,0.14
1999,40,FB,6,0.14
1999,40,KC,6,0.14
1999,40,KO,6,0.14
1999,40,MO,6,0.233
1999,40,NO,6,0.14
1999,40,SF,6,0.187
1999,10,CO,7,0.26
1999,10,MO,7,0.26
1999,10,NO,7,0.26
1999,10,SF,7,0.26
1999,40,CO,7,0.14
1999,40,FB,7,0.14
1999,40,KC,7,0.14
1999,40,KO,7,0.14
1999,40,MO,7,0.361
1999,40,NO,7,0.14
1999,40,SF,7,0.245
1999,10,CO,8,0.26
1999,10,KO,8,0.26
1999,10,MO,8,0.26
1999,10,NO,8,0.26
1999,10,SF,8,0.26
1999,40,CO,8,0.14
1999,40,FB,8,0.14
1999,40,KC,8,0.14
1999,40,KO,8,0.14
1999,40,MO,8,0
1999,40,NO,8,0.14
1999,40,SF,8,0
1999,10,CO,9,0.26
1999,10,FB,9,0.26
1999,10,KC,9,0.26
1999,10,KO,9,0.26
1999,10,MO,9,0.26
1999,10,NO,9,0.26
1999,10,SF,9,0.26
1999,40,CO,9,0.14
1999,40,FB,9,0.14
1999,40,KC,9,0.14
1999,40,KO,9,0.14
1999,40,MO,9,0
1999,40,NO,9,0.14
1999,40,SF,9,0.349
1999,10,CO,10,0.26
1999,10,KO,10,0.26
1999,10,NO,10,0.26
1999,40,CO,10,0.14
1999,40,FB,10,0.14
1999,40,KO,10,0.14
1999,40,NO,10,0.14
1999,40,SF,10,0.25
1999,10,CO,11,0.26
1999,10,NO,11,0.26
1999,40,CO,11,0.14
1999,40,FB,11,0.14
1999,40,NO,11,0.14
1999,10,CO,12,0.26
1999,40,CO,12,0.14
2000,40,FB,2,0.14
2000,40,FB,3,0.14
2000,10,CO,4,0.26
2000,10,NO,4,0.26
2000,40,CO,4,0.14
2000,40,FB,4,0.14
2000,40,MO,4,0.306
2000,40,NO,4,0.14
2000,40,SF,4,0.196
2000,10,CO,5,0.26
2000,10,KO,5,0.26
2000,10,MO,5,0.26
2000,10,NO,5,0.26
2000,10,SF,5,0.26
2000,40,CO,5,0.14
2000,40,FB,5,0.14
2000,40,KC,5,0.14
2000,40,KO,5,0.14
2000,40,MO,5,0.321
2000,40,NO,5,0.14
2000,40,SF,5,0.195
2000,10,CO,6,0.26
2000,10,MO,6,0.26
2000,10,NO,6,0.26
2000,10,SF,6,0.26
2000,40,CO,6,0.14
2000,40,FB,6,0.14
2000,40,KC,6,0.14
2000,40,KO,6,0.14
2000,40,MO,6,0.369
2000,40,NO,6,0.14
2000,40,SF,6,0.206
2000,10,CO,7,0.26
2000,10,MO,7,0.26
2000,10,NO,7,0.26
2000,10,SF,7,0.26
2000,40,CO,7,0.14
2000,40,FB,7,0.14
2000,40,KC,7,0.14
2000,40,KO,7,0.14
2000,40,MO,7,0.393
2000,40,NO,7,0.14
2000,40,SF,7,0.291
2000,10,CO,8,0.26
2000,10,KO,8,0.26
2000,10,MO,8,0.26
2000,10,NO,8,0.26
2000,10,SF,8,0.26
2000,40,CO,8,0.14
2000,40,FB,8,0.14
2000,40,KC,8,0.14
2000,40,KO,8,0.14
2000,40,MO,8,0.328
2000,40,NO,8,0.14
2000,40,SF,8,0.22
2000,10,CO,9,0.26
2000,10,FB,9,0.26
2000,10,KC,9,0.26
2000,10,KO,9,0.26
2000,10,NO,9,0.26
2000,10,SF,9,0.26
2000,40,CO,9,0.14
2000,40,FB,9,0.14
2000,40,KC,9,0.14
2000,40,KO,9,0.14
2000,40,MO,9,0.302
2000,40,NO,9,0.14
2000,40,SF,9,0.162
2000,10,CO,10,0.26
2000,10,KO,10,0.26
2000,10,NO,10,0.26
2000,40,CO,10,0.14
2000,40,FB,10,0.14
2000,40,KO,10,0.14
2000,40,MO,10,0.14
2000,40,NO,10,0.14
2000,40,SF,10,0.201
2000,10,CO,11,0.26
2000,10,NO,11,0.26
2000,40,CO,11,0.14
2000,40,FB,11,0.14
2000,40,NO,11,0.14
2000,40,SF,11,0.226
2000,10,CO,12,0.26
2000,40,CO,12,0.14
2001,40,FB,2,0.14
2001,40,FB,3,0.14
2001,40,MO,3,0.302
2001,10,CO,4,0.26
2001,10,NO,4,0.26
2001,40,CO,4,0.14
2001,40,FB,4,0.14
2001,40,MO,4,0.314
2001,40,NO,4,0.14
2001,40,SF,4,0.179
2001,10,CO,5,0.26
2001,10,FB,5,0.26
2001,10,KO,5,0.26
2001,10,MO,5,0.26
2001,10,NO,5,0.26
2001,10,SF,5,0.26
2001,40,CO,5,0.14
2001,40,FB,5,0.14
2001,40,KC,5,0.14
2001,40,KO,5,0.14
2001,40,MO,5,0.307
2001,40,NO,5,0.14
2001,40,SF,5,0.159
2001,10,CO,6,0.26
2001,10,KO,6,0.26
2001,10,MO,6,0.26
2001,10,NO,6,0.26
2001,10,SF,6,0.26
2001,40,CO,6,0.14
2001,40,FB,6,0.14
2001,40,KC,6,0.14
2001,40,KO,6,0.14
2001,40,MO,6,0.278
2001,40,NO,6,0.14
2001,40,SF,6,0.154
2001,10,CO,7,0.26
2001,10,MO,7,0.26
2001,10,NO,7,0.26
2001,10,SF,7,0.26
2001,40,CO,7,0.14
2001,40,FB,7,0.14
2001,40,KC,7,0.14
2001,40,KO,7,0.14
2001,40,MO,7,0.343
2001,40,NO,7,0.14
2001,40,SF,7,0.187
2001,10,CO,8,0.26
2001,10,KO,8,0.26
2001,10,MO,8,0.26
2001,10,NO,8,0.26
2001,10,SF,8,0.26
2001,40,CO,8,0.14
2001,40,FB,8,0.14
2001,40,KC,8,0.14
2001,40,KO,8,0.14
2001,40,MO,8,0.279
2001,40,NO,8,0.14
2001,40,SF,8,0.246
2001,10,CO,9,0.26
2001,10,FB,9,0.26
2001,10,KC,9,0.26
2001,10,KO,9,0.26
2001,10,MO,9,0.26
2001,10,NO,9,0.26
2001,10,SF,9,0.26
2001,40,CO,9,0.14
2001,40,FB,9,0.14
2001,40,KC,9,0.14
2001,40,KO,9,0.14
2001,40,MO,9,0.303
2001,40,NO,9,0.14
2001,40,SF,9,0.196
2001,10,CO,10,0.26
2001,10,KO,10,0.26
2001,10,NO,10,0.26
2001,10,SF,10,0.26
2001,40,CO,10,0.14
2001,40,FB,10,0.14
2001,40,KO,10,0.14
2001,40,NO,10,0.14
2001,40,SF,10,0.181
2001,10,CO,11,0.26
2001,10,NO,11,0.26
2001,40,CO,11,0.14
2001,40,FB,11,0.14
2001,40,NO,11,0.14
2001,40,SF,11,0.151
2001,10,CO,12,0.26
2001,40,CO,12,0.14
2002,40,FB,2,0.14
2002,10,CO,3,0.26
2002,10,KO,3,0.26
2002,10,NO,3,0.26
2002,40,FB,3,0.14
2002,40,MO,3,0.273
2002,10,CO,4,0.26
2002,10,KO,4,0.26
2002,10,NO,4,0.26
2002,40,CO,4,0.14
2002,40,FB,4,0.14
2002,40,MO,4,0.273
2002,40,NO,4,0.14
2002,40,SF,4,0.144
2002,10,CO,5,0.26
2002,10,KO,5,0.26
2002,10,MO,5,0.26
2002,10,NO,5,0.26
2002,10,SF,5,0.26
2002,40,CO,5,0.14
2002,40,FB,5,0.14
2002,40,KC,5,0.14
2002,40,KO,5,0.14
2002,40,MO,5,0.257
2002,40,NO,5,0.14
2002,40,SF,5,0.154
2002,10,CO,6,0.26
2002,10,KO,6,0.26
2002,10,MO,6,0.26
2002,10,NO,6,0.26
2002,10,SF,6,0.26
2002,40,CO,6,0.14
2002,40,FB,6,0.14
2002,40,KC,6,0.14
2002,40,KO,6,0.14
2002,40,MO,6,0.239
2002,40,NO,6,0.14
2002,40,SF,6,0.156
2002,10,CO,7,0.26
2002,10,FB,7,0.26
2002,10,KO,7,0.26
2002,10,MO,7,0.26
2002,10,NO,7,0.26
2002,10,SF,7,0.26
2002,40,CO,7,0.14
2002,40,FB,7,0.14
2002,40,KC,7,0.14
2002,40,KO,7,0.14
2002,40,MO,7,0.285
2002,40,NO,7,0.14
2002,40,SF,7,0.166
2002,10,CO,8,0.26
2002,10,FB,8,0.26
2002,10,KC,8,0.26
2002,10,KO,8,0.26
2002,10,MO,8,0.26
2002,10,NO,8,0.26
2002,10,SF,8,0.26
2002,40,CO,8,0.14
2002,40,FB,8,0.14
2002,40,KC,8,0.14
2002,40,KO,8,0.14
2002,40,MO,8,0.292
2002,40,NO,8,0.14
2002,40,SF,8,0.261
2002,10,CO,9,0.26
2002,10,FB,9,0.26
2002,10,KC,9,0.26
2002,10,KO,9,0.26
2002,10,MO,9,0.26
2002,10,NO,9,0.26
2002,10,SF,9,0.26
2002,40,CO,9,0.14
2002,40,FB,9,0.14
2002,40,KC,9,0.14
2002,40,KO,9,0.14
2002,40,MO,9,0.234
2002,40,NO,9,0.14
2002,40,SF,9,0.171
2002,10,CO,10,0.26
2002,10,KO,10,0.26
2002,10,NO,10,0.26
2002,10,SF,10,0.26
2002,40,CO,10,0.14
2002,40,FB,10,0.14
2002,40,KO,10,0.14
2002,40,NO,10,0.14
2002,40,SF,10,0.163
2002,10,CO,11,0.26
2002,10,KO,11,0.26
2002,10,NO,11,0.26
2002,40,CO,11,0.14
2002,40,FB,11,0.14
2002,40,NO,11,0.14
2002,40,SF,11,0.148
2002,10,CO,12,0.26
2002,40,CO,12,0.14
2003,40,FB,2,0.14
2003,10,CO,3,0.26
2003,10,KO,3,0.26
2003,10,NO,3,0.26
2003,40,CO,3,0.14
2003,40,FB,3,0.14
2003,40,MO,3,0.14
2003,40,NO,3,0.14
2003,10,CO,4,0.26
2003,10,KO,4,0.26
2003,10,NO,4,0.26
2003,40,CO,4,0.14
2003,40,FB,4,0.14
2003,40,MO,4,0.264
2003,40,NO,4,0.14
2003,40,SF,4,0.147
2003,10,CO,5,0.26
2003,10,FB,5,0.26
2003,10,KO,5,0.26
2003,10,MO,5,0.26
2003,10,NO,5,0.26
2003,10,SF,5,0.26
2003,40,CO,5,0.14
2003,40,FB,5,0.14
2003,40,KC,5,0.14
2003,40,KO,5,0.14
2003,40,MO,5,0.255
2003,40,NO,5,0.14
2003,40,SF,5,0.146
2003,10,CO,6,0.26
2003,10,KO,6,0.26
2003,10,MO,6,0.26
2003,10,NO,6,0.26
2003,10,SF,6,0.26
2003,40,CO,6,0.14
2003,40,FB,6,0.14
2003,40,KC,6,0.14
2003,40,KO,6,0.14
2003,40,MO,6,0.254
2003,40,NO,6,0.14
2003,40,SF,6,0.147
2003,10,CO,7,0.26
2003,10,FB,7,0.26
2003,10,KO,7,0.26
2003,10,MO,7,0.26
2003,10,NO,7,0.26
2003,10,SF,7,0.26
2003,40,CO,7,0.14
2003,40,FB,7,0.14
2003,40,KC,7,0.14
2003,40,KO,7,0.14
2003,40,MO,7,0.274
2003,40,NO,7,0.14
2003,40,SF,7,0.148
2003,10,CO,8,0.26
2003,10,FB,8,0.26
2003,10,KO,8,0.26
2003,10,MO,8,0.26
2003,10,NO,8,0.26
2003,10,SF,8,0.26
2003,40,CO,8,0.14
2003,40,FB,8,0.14
2003,40,KC,8,0.14
2003,40,KO,8,0.14
2003,40,MO,8,0.26
2003,40,NO,8,0.14
2003,40,SF,8,0.171
2003,10,CO,9,0.26
2003,10,FB,9,0.26
2003,10,KC,9,0.26
2003,10,KO,9,0.26
2003,10,MO,9,0.26
2003,10,NO,9,0.26
2003,10,SF,9,0.26
2003,40,CO,9,0.14
2003,40,FB,9,0.14
2003,40,KC,9,0.14
2003,40,KO,9,0.14
2003,40,MO,9,0.14
2003,40,NO,9,0.14
2003,40,SF,9,0.157
2003,10,CO,10,0.26
2003,10,KO,10,0.26
2003,10,NO,10,0.26
2003,10,SF,10,0.26
2003,40,CO,10,0.14
2003,40,FB,10,0.14
2003,40,KO,10,0.14
2003,40,NO,10,0.14
2003,40,SF,10,0.144
2003,10,CO,11,0.26
2003,10,KO,11,0.26
2003,10,NO,11,0.26
2003,40,CO,11,0.14
2003,40,FB,11,0.14
2003,40,NO,11,0.14
2003,40,SF,11,0.14
2003,10,CO,12,0.26
2003,40,CO,12,0.14
2004,40,FB,2,0.14
2004,10,CO,3,0.26
2004,10,KO,3,0.26
2004,10,NO,3,0.26
2004,40,CO,3,0.14
2004,40,FB,3,0.14
2004,40,NO,3,0.14
2004,10,CO,4,0.26
2004,10,KO,4,0.26
2004,10,NO,4,0.26
2004,40,CO,4,0.14
2004,40,FB,4,0.14
2004,40,MO,4,0.267
2004,40,NO,4,0.14
2004,40,SF,4,0.143
2004,10,CO,5,0.26
2004,10,KO,5,0.26
2004,10,MO,5,0.26
2004,10,NO,5,0.26
2004,10,SF,5,0.26
2004,40,CO,5,0.14
2004,40,FB,5,0.14
2004,40,KC,5,0.14
2004,40,KO,5,0.14
2004,40,MO,5,0.282
2004,40,NO,5,0.14
2004,40,SF,5,0.142
2004,10,CO,6,0.26
2004,10,KO,6,0.26
2004,10,MO,6,0.26
2004,10,NO,6,0.26
2004,10,SF,6,0.26
2004,40,CO,6,0.14
2004,40,FB,6,0.14
2004,40,KC,6,0.14
2004,40,KO,6,0.14
2004,40,MO,6,0.299
2004,40,NO,6,0.14
2004,40,SF,6,0.148
2004,10,CO,7,0.26
2004,10,FB,7,0.26
2004,10,KO,7,0.26
2004,10,MO,7,0.26
2004,10,NO,7,0.26
2004,10,SF,7,0.26
2004,40,CO,7,0.14
2004,40,FB,7,0.14
2004,40,KC,7,0.14
2004,40,KO,7,0.14
